ifi_district_name,ifi_state_name,census_boundary_district,census_boundary_state,censuscode,match_group,match_method,verification_status,historical_boundary_status,notes_reason
Tiruppur,Tamil Nadu,Tiruppur,Tamil Nadu,633,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Tiruvannamalai,Tamil Nadu,Tiruvannamalai,Tamil Nadu,606,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Tonk,Bihar; Gujarat; Haryana; Kerala; Madhya Pradesh; Maharashtra; Odisha; Punjab; Rajasthan; Uttar Pradesh,Tonk,Rajasthan,120,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Tripura,Tripura,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
Tuensang,Nagaland,Tuensang,Nagaland,267,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Tumakuru,Karnataka; Kerala,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
Udaipur,Bihar; Gujarat; Haryana; Kerala; Madhya Pradesh; Maharashtra; Odisha; Punjab; Rajasthan; Uttar Pradesh,Udaipur,Rajasthan,130,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Udaiur,Gujarat,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
Udalguri,Arunachal Pradesh; Assam; Bihar; Jammu and Kashmir; Kerala; Odisha; Punjab; Uttar Pradesh; West Bengal,Udalguri,Assam,326,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Udam Singh Nagar,Uttar Pradesh; Uttarakhand,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
Udhampur,Arunachal Pradesh; Assam; Delhi; Jammu & Kashmir; Jammu and Kashmir; Punjab; Uttar Pradesh,Udhampur,Jammu & Kashmir,19,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Udupi,Karnataka; Kerala,Udupi,Karnataka,569,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Ujjain,Andhra Pradesh; Bihar; Chhattisgarh; Gujarat; Haryana; Madhya Pradesh; Maharashtra; Odisha; Punjab; Rajasthan; Uttar Pradesh; West Bengal,Ujjain,Madhya Pradesh,435,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Ukhrul,Manipur,Ukhrul,Manipur,279,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Umaria,Andhra Pradesh; Bihar; Gujarat; Haryana; Madhya Pradesh; Maharashtra; Odisha; Punjab; Rajasthan; Uttar Pradesh; West Bengal,Umaria,Madhya Pradesh,431,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Una,Himachal Pradesh; Uttar Pradesh,Una,Himachal Pradesh,29,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Unakoti,Tripura,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
Unnao,Arunachal Pradesh; Assam; Bihar; East Rajasthan; Gujarat; Haryana; Himachal Pradesh; Jammu and Kashmir; Kerala; Madhya Pradesh; Maharashtra; Odisha; Punjab; Rajasthan; Uttar Pradesh; Uttar pradesh; Uttarakhand; West Bengal,Unnao,Uttar Pradesh,156,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Upper Lower Subansiri,Arunachal Pradesh; Assam; Jammu and Kashmir; Punjab; Uttar Pradesh,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
Upper Siang,Arunachal Pradesh; Assam; Jammu and Kashmir; Punjab; Uttar Pradesh,Upper Siang,Arunanchal Pradesh,252,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Urban,Karnataka,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
Uttar Kashi,Karnataka; West Bengal,Uttarkashi,Uttarakhand,56,normalized_requires_verification,normalized_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Case/punctuation normalization only; no fuzzy matching; state context and historical equivalence require review.
Uttar Kashi Bastar Kanker,Chhattisgarh; Madhya Pradesh,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
Uttar Kashi Dinajpur,West Bengal,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
Uttar Kashi Kashi,Uttar Pradesh; Uttarakhand,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
Uttar Kashia,Karnataka,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
Uttar Kashia Kannada,Karnataka; Kerala,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
Vadodara,Bihar; Gujarat; Madhya Pradesh; Maharashtra; Rajasthan; Uttar Pradesh,Vadodara,Gujarat,486,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Vaishali,Andhra Pradesh; Assam; Bihar; Gujarat; Haryana; Himachal Pradesh; Jharkhand; Kerala; Madhya Pradesh; Maharashtra; Odisha; Rajasthan; Uttar Pradesh; Uttar pradesh; West Bengal,Vaishali,Bihar,220,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Valsad,Bihar; Dadra and Nagar Haveli; Gujarat; Madhya Pradesh; Maharashtra; Rajasthan; Uttar Pradesh,Valsad,Gujarat,491,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Varanasi,Arunachal Pradesh; Assam; Bihar; East Rajasthan; Gujarat; Haryana; Himachal Pradesh; Jammu and Kashmir; Kerala; Madhya Pradesh; Maharashtra; Odisha; Punjab; Rajasthan; Uttar Pradesh; Uttar pradesh; Uttarakhand; West Bengal,Varanasi,Uttar Pradesh,197,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Vellore,Tamil Nadu,Vellore,Tamil Nadu,605,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Vidisha,Andhra Pradesh; Bihar; Chhattisgarh; Gujarat; Haryana; Madhya Pradesh; Maharashtra; Odisha; Punjab; Rajasthan; Uttar Pradesh; West Bengal,Vidisha,Madhya Pradesh,443,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Vijayapura,Karnataka; Kerala,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
Vikarabad,Andhra Pradesh; Maharashtra; Telangana,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
Viluppuram,Tamil Nadu,Viluppuram,Tamil Nadu,607,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Virudhunagar,Tamil Nadu,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
Visakhapatnam,Andhra Pradesh; Madhya Pradesh,Visakhapatnam,Andhra Pradesh,544,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Vizianagaram,Andhra Pradesh; Madhya Pradesh,Vizianagaram,Andhra Pradesh,543,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Wanaparthy,Andhra Pradesh; Maharashtra; Telangana,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
Warangal,Andhra Pradesh; Maharashtra; Telangana,Warangal,Andhra Pradesh,540,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Wardha,Bihar; Gujarat; Madhya Pradesh; Maharashtra; Rajasthan; Telangana; Uttar Pradesh,Wardha,Maharashtra,504,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Washim,Bihar; Gujarat; Madhya Pradesh; Maharashtra; Rajasthan; Telangana; Uttar Pradesh,Washim,Maharashtra,502,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Wayanad,Bihar; Haryana; Karnataka; Kerala; Rajasthan; Uttar Pradesh,Wayanad,Kerala,590,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
West,Delhi; Jammu and Kashmir; Punjab,West,NCT of Delhi,96,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
West,Delhi; Jammu and Kashmir; Punjab,West,Sikkim,242,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
West East Jaintia Hills,Meghalaya,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
West Garo Hills,Meghalaya,West Garo Hills,Meghalaya,293,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
West Godavari,Andhra Pradesh; Madhya Pradesh,West Godavari,Andhra Pradesh,546,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
West Kameng,Arunachal Pradesh; Assam; Jammu and Kashmir; Punjab; Uttar Pradesh,West Kameng,Arunanchal Pradesh,246,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
West Karbi Anglong,Arunachal Pradesh; Assam; Bihar; Jammu and Kashmir; Kerala; Odisha; Punjab; Uttar Pradesh; West Bengal,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
West Khasi Hills,Meghalaya,West Khasi Hills,Meghalaya,296,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
West Madhya Pradesh,Chhattisgarh; Madhya Pradesh,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
West Siang,Arunachal Pradesh; Assam; Jammu and Kashmir; Punjab; Uttar Pradesh,West Siang,Arunanchal Pradesh,250,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
West Singhbhum,Bihar,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
West Tripura,Tripura,West Tripura,Tripura,289,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Wokha,Nagaland,Wokha,Nagaland,264,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Y.S.R.,Andhra Pradesh; Madhya Pradesh; Telangana,Y.s.r.,Andhra Pradesh,551,normalized_requires_verification,normalized_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Case/punctuation normalization only; no fuzzy matching; state context and historical equivalence require review.
Yadadri Bhuvanagiri,Telangana,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
Yadadri Yadadri Bhuvanagiri,Telangana,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
Yadadri Yadadri Bhuvanagiri Yadadri Bhuvanagiri,Andhra Pradesh; Maharashtra; Telangana,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
Yadgir,Karnataka; Kerala,Yadgir,Karnataka,580,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Yamunanagar,Bihar; Haryana; Kerala; Madhya Pradesh; Odisha; Punjab; Rajasthan; Uttar Pradesh; West Bengal,Yamunanagar,Haryana,71,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Yanam,Puducherry,Yanam,Puducherry,634,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Yavatmal,Bihar; Gujarat; Madhya Pradesh; Maharashtra; Rajasthan; Telangana; Uttar Pradesh,Yavatmal,Maharashtra,510,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Zunheboto,Nagaland,Zunheboto,Nagaland,263,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
adjoining areas,Himachal Pradesh,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
coastal districts of Andhra Pradesh,Andhra Pradesh,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
howrah,West Bengal,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
nalgonda,Andhra Pradesh,Nalgonda,Andhra Pradesh,539,normalized_requires_verification,normalized_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Case/punctuation normalization only; no fuzzy matching; state context and historical equivalence require review.
neighborhood,Chhattisgarh,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
neighbourhood,West Bengal,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
several other district (Andhra Pradesh),Andhra Pradesh,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
,,Ahmadabad,Gujarat,474,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Boundary district has no exact or transparent normalized IFI district token.
,,Ahmadnagar,Maharashtra,522,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Boundary district has no exact or transparent normalized IFI district token.
,,Allahabad,Uttar Pradesh,175,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Boundary district has no exact or transparent normalized IFI district token.
,,Anantapur,Andhra Pradesh,553,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Boundary district has no exact or transparent normalized IFI district token.
,,Badgam,Jammu & Kashmir,2,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Boundary district has no exact or transparent normalized IFI district token.
,,Bagalkot,Karnataka,556,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Boundary district has no exact or transparent normalized IFI district token.
,,Bandipore,Jammu & Kashmir,9,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Boundary district has no exact or transparent normalized IFI district token.
,,Bangalore Rural,Karnataka,583,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Boundary district has no exact or transparent normalized IFI district token.
,,Bangalore,Karnataka,572,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Boundary district has no exact or transparent normalized IFI district token.
