ifi_district_name,ifi_state_context,lgd_state_code,lgd_state_name,lgd_district_code,lgd_district_name,census_2001_code,census_2011_code,census_boundary_district_name,census_boundary_state,censuscode,match_method,verification_status,historical_limitation,notes_reason
South 24 Parganas,Assam; Bihar; Haryana; Himachal Pradesh; Kerala; Madhya Pradesh; Odisha; Punjab; Uttar Pradesh; Uttar pradesh; West Bengal,19,West Bengal,304,South 24 Parganas,18,343,South 24 Parganas,West Bengal,343,exact_district_name,CANDIDATE_REQUIRES_VERIFICATION,HISTORICAL_REVIEW_REQUIRED,Exact LGD district name; observed IFI state context is retained separately because the IFI field can be multi-value and historical equivalence is unresolved. Observed IFI state context includes LGD state name. LGD/Census candidate by name; codes are not assumed equivalent.
South 24 Parganas*,Andhra Pradesh; Assam; Bihar; Odisha; West Bengal,19,West Bengal,304,South 24 Parganas,18,343,South 24 Parganas,West Bengal,343,normalized_district_name,NORMALIZED_REQUIRES_VERIFICATION,HISTORICAL_REVIEW_REQUIRED,Transparent normalization only; state and historical identity require manual review. Observed IFI state context includes LGD state name. LGD/Census candidate by name; codes are not assumed equivalent.
South Andamans,Andaman & Nicobar Islands,35,Andaman And Nicobar Islands,602,South Andamans,1,640,,,,exact_district_name,CANDIDATE_REQUIRES_VERIFICATION,HISTORICAL_REVIEW_REQUIRED,Exact LGD district name; observed IFI state context is retained separately because the IFI field can be multi-value and historical equivalence is unresolved. Observed IFI state context does not uniquely confirm LGD state name; manual review required. LGD district has no exact Census boundary pair.
South Assam,Assam,,,,,,,,,,none,UNMATCHED_TO_LGD,HISTORICAL_REVIEW_REQUIRED,No exact or normalized LGD district/state candidate.
South East,Delhi; Jammu and Kashmir; Punjab,7,Delhi,670,South East,0,0,,,,exact_district_name,CANDIDATE_REQUIRES_VERIFICATION,HISTORICAL_REVIEW_REQUIRED,Exact LGD district name; observed IFI state context is retained separately because the IFI field can be multi-value and historical equivalence is unresolved. Observed IFI state context includes LGD state name. LGD district has no exact Census boundary pair.
South Garo Hills,Meghalaya,17,Meghalaya,277,South Garo Hills,3,295,South Garo Hills,Meghalaya,295,exact_district_name,CANDIDATE_REQUIRES_VERIFICATION,HISTORICAL_REVIEW_REQUIRED,Exact LGD district name; observed IFI state context is retained separately because the IFI field can be multi-value and historical equivalence is unresolved. Observed IFI state context includes LGD state name. LGD/Census candidate by name; codes are not assumed equivalent.
South Goa,Goa,30,Goa,552,South Goa,2,586,South Goa,Goa,586,exact_district_name,CANDIDATE_REQUIRES_VERIFICATION,HISTORICAL_REVIEW_REQUIRED,Exact LGD district name; observed IFI state context is retained separately because the IFI field can be multi-value and historical equivalence is unresolved. Observed IFI state context includes LGD state name. LGD/Census candidate by name; codes are not assumed equivalent.
South Gujarat,Maharashtra,,,,,,,,,,none,UNMATCHED_TO_LGD,HISTORICAL_REVIEW_REQUIRED,No exact or normalized LGD district/state candidate.
South Kashmir,Jammu and Kashmir,,,,,,,,,,none,UNMATCHED_TO_LGD,HISTORICAL_REVIEW_REQUIRED,No exact or normalized LGD district/state candidate.
South Salmara Mancachar,Arunachal Pradesh; Assam; Bihar; Jammu and Kashmir; Kerala; Odisha; Punjab; Uttar Pradesh; West Bengal,18,Assam,707,South Salmara Mancachar,0,0,,,,exact_district_name,CANDIDATE_REQUIRES_VERIFICATION,HISTORICAL_REVIEW_REQUIRED,Exact LGD district name; observed IFI state context is retained separately because the IFI field can be multi-value and historical equivalence is unresolved. Observed IFI state context includes LGD state name. LGD district has no exact Census boundary pair.
South Salmara Mancachar - Mankachar,Assam,,,,,,,,,,none,UNMATCHED_TO_LGD,HISTORICAL_REVIEW_REQUIRED,No exact or normalized LGD district/state candidate.
South Salmara Mancachar- Mankachar,Assam,,,,,,,,,,none,UNMATCHED_TO_LGD,HISTORICAL_REVIEW_REQUIRED,No exact or normalized LGD district/state candidate.
South Tripura,Tamil Nadu; Tripura,16,Tripura,271,South Tripura,2,290,South Tripura,Tripura,290,exact_district_name,CANDIDATE_REQUIRES_VERIFICATION,HISTORICAL_REVIEW_REQUIRED,Exact LGD district name; observed IFI state context is retained separately because the IFI field can be multi-value and historical equivalence is unresolved. Observed IFI state context includes LGD state name. LGD/Census candidate by name; codes are not assumed equivalent.
South West,Delhi; Jammu and Kashmir; Punjab,7,Delhi,84,South West,8,97,South West,NCT of Delhi,97,exact_district_name,CANDIDATE_REQUIRES_VERIFICATION,HISTORICAL_REVIEW_REQUIRED,Exact LGD district name; observed IFI state context is retained separately because the IFI field can be multi-value and historical equivalence is unresolved. Observed IFI state context includes LGD state name. LGD/Census candidate by name; codes are not assumed equivalent.
South West Garo Hills,Meghalaya,17,Meghalaya,663,South West Garo Hills,0,0,,,,exact_district_name,CANDIDATE_REQUIRES_VERIFICATION,HISTORICAL_REVIEW_REQUIRED,Exact LGD district name; observed IFI state context is retained separately because the IFI field can be multi-value and historical equivalence is unresolved. Observed IFI state context includes LGD state name. LGD district has no exact Census boundary pair.
South West Khasi Hills,Meghalaya,17,Meghalaya,658,South West Khasi Hills,0,0,,,,exact_district_name,CANDIDATE_REQUIRES_VERIFICATION,HISTORICAL_REVIEW_REQUIRED,Exact LGD district name; observed IFI state context is retained separately because the IFI field can be multi-value and historical equivalence is unresolved. Observed IFI state context includes LGD state name. LGD district has no exact Census boundary pair.
Southern parts,Kerala; West Bengal,,,,,,,,,,none,UNMATCHED_TO_LGD,HISTORICAL_REVIEW_REQUIRED,No exact or normalized LGD district/state candidate.
Sri Muktsar Sahib,Punjab,3,Punjab,39,Sri Muktsar Sahib,12,44,,,,exact_district_name,CANDIDATE_REQUIRES_VERIFICATION,HISTORICAL_REVIEW_REQUIRED,Exact LGD district name; observed IFI state context is retained separately because the IFI field can be multi-value and historical equivalence is unresolved. Observed IFI state context includes LGD state name. LGD district has no exact Census boundary pair.
Sri Potti Sriramulu Nellore,Andhra Pradesh; Madhya Pradesh,28,Andhra Pradesh,515,Sri Potti Sriramulu Nellore,19,550,Sri Potti Sriramulu Nellore,Andhra Pradesh,550,exact_district_name,CANDIDATE_REQUIRES_VERIFICATION,HISTORICAL_REVIEW_REQUIRED,Exact LGD district name; observed IFI state context is retained separately because the IFI field can be multi-value and historical equivalence is unresolved. Observed IFI state context includes LGD state name. LGD/Census candidate by name; codes are not assumed equivalent.
Sri Sri Muktsar Sahib Sahib,Arunachal Pradesh; Assam; Delhi; Haryana; Jammu and Kashmir; Madhya Pradesh; Punjab; Rajasthan; Uttar Pradesh; West Bengal,,,,,,,,,,none,UNMATCHED_TO_LGD,HISTORICAL_REVIEW_REQUIRED,No exact or normalized LGD district/state candidate.
Srikakulam,Andhra Pradesh; Karnataka; Madhya Pradesh,28,Andhra Pradesh,519,Srikakulam,11,542,Srikakulam,Andhra Pradesh,542,exact_district_name,CANDIDATE_REQUIRES_VERIFICATION,HISTORICAL_REVIEW_REQUIRED,Exact LGD district name; observed IFI state context is retained separately because the IFI field can be multi-value and historical equivalence is unresolved. Observed IFI state context includes LGD state name. LGD/Census candidate by name; codes are not assumed equivalent.
Srinagar,Arunachal Pradesh; Assam; Delhi; Jammu & Kashmir; Jammu and Kashmir; Punjab; Uttar Pradesh,1,Jammu And Kashmir,13,Srinagar,3,10,Srinagar,Jammu & Kashmir,10,exact_district_name,CANDIDATE_REQUIRES_VERIFICATION,HISTORICAL_REVIEW_REQUIRED,Exact LGD district name; observed IFI state context is retained separately because the IFI field can be multi-value and historical equivalence is unresolved. Observed IFI state context does not uniquely confirm LGD state name; manual review required. LGD/Census candidate by name; codes are not assumed equivalent.
Subarnapur,Andhra Pradesh; Assam; Bihar; Haryana; Madhya Pradesh; Odisha; Rajasthan; Uttar Pradesh; West Bengal,21,Odisha,372,Subarnapur,23,392,Subarnapur,Odisha,392,exact_district_name,CANDIDATE_REQUIRES_VERIFICATION,HISTORICAL_REVIEW_REQUIRED,Exact LGD district name; observed IFI state context is retained separately because the IFI field can be multi-value and historical equivalence is unresolved. Observed IFI state context includes LGD state name. LGD/Census candidate by name; codes are not assumed equivalent.
Suburbans,Madras,,,,,,,,,,none,UNMATCHED_TO_LGD,HISTORICAL_REVIEW_REQUIRED,No exact or normalized LGD district/state candidate.
Sukma,Chhattisgarh,22,Chhattisgarh,642,Sukma,0,0,,,,exact_district_name,CANDIDATE_REQUIRES_VERIFICATION,HISTORICAL_REVIEW_REQUIRED,Exact LGD district name; observed IFI state context is retained separately because the IFI field can be multi-value and historical equivalence is unresolved. Observed IFI state context includes LGD state name. LGD district has no exact Census boundary pair.
Sultanpur,Arunachal Pradesh; Assam; Bihar; East Rajasthan; Gujarat; Haryana; Himachal Pradesh; Jammu and Kashmir; Kerala; Madhya Pradesh; Maharashtra; Odisha; Punjab; Rajasthan; Uttar Pradesh; Uttar pradesh; Uttarakhand; West Bengal,9,Uttar Pradesh,185,Sultanpur,49,179,Sultanpur,Uttar Pradesh,179,exact_district_name,CANDIDATE_REQUIRES_VERIFICATION,HISTORICAL_REVIEW_REQUIRED,Exact LGD district name; observed IFI state context is retained separately because the IFI field can be multi-value and historical equivalence is unresolved. Observed IFI state context includes LGD state name. LGD/Census candidate by name; codes are not assumed equivalent.
Sundargarh,Andhra Pradesh; Assam; Bihar; Haryana; Madhya Pradesh; Odisha; Rajasthan; Uttar Pradesh; West Bengal,,,,,,,,,,none,UNMATCHED_TO_LGD,HISTORICAL_REVIEW_REQUIRED,No exact or normalized LGD district/state candidate.
Supaul,Andhra Pradesh; Assam; Bihar; Gujarat; Haryana; Himachal Pradesh; Jharkhand; Kerala; Madhya Pradesh; Maharashtra; Odisha; Rajasthan; Uttar Pradesh; Uttar pradesh; West Bengal,10,Bihar,223,Supaul,6,208,Supaul,Bihar,208,exact_district_name,CANDIDATE_REQUIRES_VERIFICATION,HISTORICAL_REVIEW_REQUIRED,Exact LGD district name; observed IFI state context is retained separately because the IFI field can be multi-value and historical equivalence is unresolved. Observed IFI state context includes LGD state name. LGD/Census candidate by name; codes are not assumed equivalent.
Surat,Bihar; Gujarat; Madhya Pradesh; Maharashtra; Rajasthan; Uttar Pradesh,24,Gujarat,459,Surat,22,492,Surat,Gujarat,492,exact_district_name,CANDIDATE_REQUIRES_VERIFICATION,HISTORICAL_REVIEW_REQUIRED,Exact LGD district name; observed IFI state context is retained separately because the IFI field can be multi-value and historical equivalence is unresolved. Observed IFI state context includes LGD state name. LGD/Census candidate by name; codes are not assumed equivalent.
Surendranagar,Bihar; Gujarat; Karnataka; Madhya Pradesh; Maharashtra; Rajasthan; Uttar Pradesh,24,Gujarat,460,Surendranagar,8,475,Surendranagar,Gujarat,475,exact_district_name,CANDIDATE_REQUIRES_VERIFICATION,HISTORICAL_REVIEW_REQUIRED,Exact LGD district name; observed IFI state context is retained separately because the IFI field can be multi-value and historical equivalence is unresolved. Observed IFI state context includes LGD state name. LGD/Census candidate by name; codes are not assumed equivalent.
Surguja,Chhattisgarh,22,Chhattisgarh,389,Surguja,2,401,Surguja,Chhattisgarh,401,exact_district_name,CANDIDATE_REQUIRES_VERIFICATION,HISTORICAL_REVIEW_REQUIRED,Exact LGD district name; observed IFI state context is retained separately because the IFI field can be multi-value and historical equivalence is unresolved. Observed IFI state context includes LGD state name. LGD/Census candidate by name; codes are not assumed equivalent.
Suryapet,Andhra Pradesh; Maharashtra; Telangana,36,Telangana,696,Suryapet,0,0,,,,exact_district_name,CANDIDATE_REQUIRES_VERIFICATION,HISTORICAL_REVIEW_REQUIRED,Exact LGD district name; observed IFI state context is retained separately because the IFI field can be multi-value and historical equivalence is unresolved. Observed IFI state context includes LGD state name. LGD district has no exact Census boundary pair.
Tamenglong,Manipur,14,Manipur,258,Tamenglong,2,273,Tamenglong,Manipur,273,exact_district_name,CANDIDATE_REQUIRES_VERIFICATION,HISTORICAL_REVIEW_REQUIRED,Exact LGD district name; observed IFI state context is retained separately because the IFI field can be multi-value and historical equivalence is unresolved. Observed IFI state context includes LGD state name. LGD/Census candidate by name; codes are not assumed equivalent.
Tapi,Bihar; Gujarat; Madhya Pradesh; Maharashtra; Rajasthan; Uttar Pradesh,24,Gujarat,641,Tapi,0,493,Tapi,Gujarat,493,exact_district_name,CANDIDATE_REQUIRES_VERIFICATION,HISTORICAL_REVIEW_REQUIRED,Exact LGD district name; observed IFI state context is retained separately because the IFI field can be multi-value and historical equivalence is unresolved. Observed IFI state context includes LGD state name. LGD/Census candidate by name; codes are not assumed equivalent.
Tarn Taran,Arunachal Pradesh; Assam; Delhi; Haryana; Jammu and Kashmir; Madhya Pradesh; Punjab; Rajasthan; Uttar Pradesh; West Bengal,3,Punjab,609,Tarn Taran,0,50,Tarn Taran,Punjab,50,exact_district_name,CANDIDATE_REQUIRES_VERIFICATION,HISTORICAL_REVIEW_REQUIRED,Exact LGD district name; observed IFI state context is retained separately because the IFI field can be multi-value and historical equivalence is unresolved. Observed IFI state context includes LGD state name. LGD/Census candidate by name; codes are not assumed equivalent.
Tawang,Arunachal Pradesh; Assam; Jammu and Kashmir; Punjab; Uttar Pradesh,12,Arunachal Pradesh,238,Tawang,1,245,Tawang,Arunanchal Pradesh,245,exact_district_name,CANDIDATE_REQUIRES_VERIFICATION,HISTORICAL_REVIEW_REQUIRED,Exact LGD district name; observed IFI state context is retained separately because the IFI field can be multi-value and historical equivalence is unresolved. Observed IFI state context includes LGD state name. LGD/Census candidate by name; codes are not assumed equivalent.
Tehri Garhwal,Uttar Pradesh; Uttarakhand,5,Uttarakhand,55,Tehri Garhwal,4,59,Tehri Garhwal,Uttarakhand,59,exact_district_name,CANDIDATE_REQUIRES_VERIFICATION,HISTORICAL_REVIEW_REQUIRED,Exact LGD district name; observed IFI state context is retained separately because the IFI field can be multi-value and historical equivalence is unresolved. Observed IFI state context includes LGD state name. LGD/Census candidate by name; codes are not assumed equivalent.
Tengnoupal,Manipur,14,Manipur,716,Tengnoupal,0,0,,,,exact_district_name,CANDIDATE_REQUIRES_VERIFICATION,HISTORICAL_REVIEW_REQUIRED,Exact LGD district name; observed IFI state context is retained separately because the IFI field can be multi-value and historical equivalence is unresolved. Observed IFI state context includes LGD state name. LGD district has no exact Census boundary pair.
Tenkasi,Tamil Nadu,33,Tamil Nadu,733,Tenkasi,0,0,,,,exact_district_name,CANDIDATE_REQUIRES_VERIFICATION,HISTORICAL_REVIEW_REQUIRED,Exact LGD district name; observed IFI state context is retained separately because the IFI field can be multi-value and historical equivalence is unresolved. Observed IFI state context includes LGD state name. LGD district has no exact Census boundary pair.
Thane,Bihar; Gujarat; Madhya Pradesh; Maharashtra; Rajasthan; Telangana; Uttar Pradesh,27,Maharashtra,497,Thane,21,517,Thane,Maharashtra,517,exact_district_name,CANDIDATE_REQUIRES_VERIFICATION,HISTORICAL_REVIEW_REQUIRED,Exact LGD district name; observed IFI state context is retained separately because the IFI field can be multi-value and historical equivalence is unresolved. Observed IFI state context includes LGD state name. LGD/Census candidate by name; codes are not assumed equivalent.
